arch	circuit	script_params	vtr_flow_elapsed_time	vtr_max_mem_stage	vtr_max_mem	error	odin_synth_time	max_odin_mem	parmys_synth_time	max_parmys_mem	abc_depth	abc_synth_time	abc_cec_time	abc_sec_time	max_abc_mem	ace_time	max_ace_mem	num_clb	num_io	num_memories	num_mult	vpr_status	vpr_revision	vpr_build_info	vpr_compiler	vpr_compiled	hostname	rundir	max_vpr_mem	num_primary_inputs	num_primary_outputs	num_pre_packed_nets	num_pre_packed_blocks	num_netlist_clocks	num_post_packed_nets	num_post_packed_blocks	device_width	device_height	device_grid_tiles	device_limiting_resources	device_name	pack_mem	pack_time	placed_wirelength_est	total_swap	accepted_swap	rejected_swap	aborted_swap	place_mem	place_time	place_quench_time	placed_CPD_est	placed_setup_TNS_est	placed_setup_WNS_est	placed_geomean_nonvirtual_intradomain_critical_path_delay_est	place_delay_matrix_lookup_time	place_quench_timing_analysis_time	place_quench_sta_time	place_total_timing_analysis_time	place_total_sta_time	min_chan_width	routed_wirelength	min_chan_width_route_success_iteration	logic_block_area_total	logic_block_area_used	min_chan_width_routing_area_total	min_chan_width_routing_area_per_tile	min_chan_width_route_time	min_chan_width_total_timing_analysis_time	min_chan_width_total_sta_time	crit_path_num_rr_graph_nodes	crit_path_num_rr_graph_edges	crit_path_collapsed_nodes	crit_path_routed_wirelength	crit_path_route_success_iteration	crit_path_total_nets_routed	crit_path_total_connections_routed	crit_path_total_heap_pushes	crit_path_total_heap_pops	critical_path_delay	geomean_nonvirtual_intradomain_critical_path_delay	setup_TNS	setup_WNS	hold_TNS	hold_WNS	crit_path_routing_area_total	crit_path_routing_area_per_tile	router_lookahead_computation_time	crit_path_route_time	crit_path_create_rr_graph_time	crit_path_create_intra_cluster_rr_graph_time	crit_path_tile_lookahead_computation_time	crit_path_router_lookahead_computation_time	crit_path_total_timing_analysis_time	crit_path_total_sta_time	
k6_N10_mem32K_40nm.xml	diffeq2.v	common	4.62	vpr	67.43 MiB		-1	-1	0.21	25468	16	0.26	-1	-1	36792	-1	-1	33	66	0	5	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	69052	66	96	610	551	1	450	200	16	16	256	mult_36	auto	29.0 MiB	0.15	3793	38160	11808	23360	2992	67.4 MiB	0.16	0.00	16.4606	-892.722	-16.4606	16.4606	0.04	0.000709926	0.000647238	0.0546937	0.0500808	-1	6044	21	1.21132e+07	3.7585e+06	3.79414e+06	14820.8	0.32	0.110321	0.102371	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_N10_mem32K_40nm.xml	diffeq2.v	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	4.45	vpr	67.45 MiB		-1	-1	0.22	25304	16	0.30	-1	-1	36792	-1	-1	33	66	0	5	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	69072	66	96	610	551	1	450	200	16	16	256	mult_36	auto	29.0 MiB	0.15	3793	38160	11808	23360	2992	67.5 MiB	0.16	0.00	16.4606	-892.722	-16.4606	16.4606	0.03	0.000719053	0.000656034	0.0556982	0.0510889	-1	6044	21	1.21132e+07	3.7585e+06	3.79414e+06	14820.8	0.32	0.112755	0.104863	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_N10_mem32K_40nm.xml	ch_intrinsics.v	common	2.77	vpr	66.14 MiB		-1	-1	0.18	22040	3	0.17	-1	-1	36300	-1	-1	69	99	1	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	67732	99	130	343	473	1	230	299	12	12	144	clb	auto	27.2 MiB	0.09	559	75224	22694	38565	13965	66.1 MiB	0.12	0.00	1.56598	-110.521	-1.56598	1.56598	0.01	0.000339269	0.000306928	0.0279456	0.0253523	-1	842	9	5.66058e+06	4.26669e+06	1.98188e+06	13763.1	0.02	0.0409943	0.0377088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_N10_mem32K_40nm.xml	ch_intrinsics.v	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	2.92	vpr	66.14 MiB		-1	-1	0.18	22032	3	0.14	-1	-1	36300	-1	-1	69	99	1	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	67728	99	130	343	473	1	230	299	12	12	144	clb	auto	27.2 MiB	0.09	559	75224	22694	38565	13965	66.1 MiB	0.12	0.00	1.56598	-110.521	-1.56598	1.56598	0.01	0.000331594	0.000299814	0.0280056	0.0254035	-1	842	9	5.66058e+06	4.26669e+06	1.98188e+06	13763.1	0.03	0.0412318	0.0379135	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_N10_mem32K_40nm.xml	stereovision3.v	common	2.45	vpr	64.30 MiB		-1	-1	0.37	26168	5	0.17	-1	-1	36408	-1	-1	12	10	0	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	65844	10	2	181	183	1	40	24	6	6	36	clb	auto	25.6 MiB	0.06	171	92	23	65	4	64.3 MiB	0.01	0.00	2.06897	-87.5695	-2.06897	2.06897	0.00	9.7363e-05	7.5652e-05	0.00138827	0.00129352	-1	160	20	646728	646728	380820.	10578.3	0.01	0.00790703	0.00707698	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_N10_mem32K_40nm.xml	stereovision3.v	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	2.64	vpr	64.31 MiB		-1	-1	0.36	26168	5	0.22	-1	-1	36408	-1	-1	12	10	0	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	65852	10	2	181	183	1	40	24	6	6	36	clb	auto	25.6 MiB	0.08	171	92	23	65	4	64.3 MiB	0.01	0.00	2.06897	-87.5695	-2.06897	2.06897	0.00	9.6401e-05	7.4269e-05	0.00147255	0.00136766	-1	160	20	646728	646728	380820.	10578.3	0.01	0.0081041	0.00725404	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	blob_merge.v	common	42.12	parmys	247.35 MiB		-1	-1	8.14	253284	5	3.38	-1	-1	57356	-1	-1	457	36	0	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	172536	36	100	10175	7629	1	2974	593	27	27	729	clb	auto	105.5 MiB	12.32	41583	224693	66124	142277	16292	168.5 MiB	3.63	0.04	13.4767	-2200.49	-13.4767	13.4767	0.14	0.0184071	0.0163465	1.34674	1.19581	-1	70758	16	3.93038e+07	2.46296e+07	1.30886e+07	17954.2	1.49	2.09075	1.87049	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	blob_merge.v	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	41.67	parmys	243.00 MiB		-1	-1	8.01	248828	5	3.42	-1	-1	57356	-1	-1	457	36	0	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	172540	36	100	10175	7629	1	2974	593	27	27	729	clb	auto	105.3 MiB	12.36	41583	224693	66124	142277	16292	168.5 MiB	4.03	0.04	13.4767	-2200.49	-13.4767	13.4767	0.13	0.0156175	0.0139898	1.67194	1.46374	-1	70758	16	3.93038e+07	2.46296e+07	1.30886e+07	17954.2	1.60	2.48859	2.19588	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	or1200.v	common	23.37	vpr	137.05 MiB		-1	-1	3.06	63188	8	2.89	-1	-1	44452	-1	-1	205	385	2	1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	140344	385	362	4434	4322	1	2359	955	26	26	676	io	auto	61.5 MiB	2.40	30274	527467	213193	293292	20982	137.1 MiB	3.75	0.04	8.40399	-9081.54	-8.40399	8.40399	0.12	0.00785012	0.00716837	1.11059	0.984863	-1	46897	15	3.69863e+07	1.25403e+07	1.20886e+07	17882.5	1.17	1.52799	1.37486	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	or1200.v	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	23.95	vpr	137.06 MiB		-1	-1	3.02	64096	8	2.84	-1	-1	44452	-1	-1	205	385	2	1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	140352	385	362	4434	4322	1	2359	955	26	26	676	io	auto	61.5 MiB	2.42	30274	527467	213193	293292	20982	137.1 MiB	3.79	0.05	8.40399	-9081.54	-8.40399	8.40399	0.13	0.0080373	0.00739317	1.12017	0.990127	-1	46897	15	3.69863e+07	1.25403e+07	1.20886e+07	17882.5	1.34	1.62601	1.45468	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	mkDelayWorker32B.v	common	53.68	vpr	375.33 MiB		-1	-1	8.02	119648	5	2.86	-1	-1	47424	-1	-1	456	506	44	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	384340	506	553	3236	3734	1	2845	1559	50	50	2500	memory	auto	60.0 MiB	2.78	16661	1149131	546468	419788	182875	375.3 MiB	3.05	0.04	6.08946	-1918.26	-6.08946	6.08946	0.73	0.00977511	0.00893628	1.34592	1.21931	-1	22239	14	1.47946e+08	4.86882e+07	4.69174e+07	18767.0	1.68	1.81207	1.66357	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	mkDelayWorker32B.v	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	51.22	vpr	375.33 MiB		-1	-1	6.44	119740	5	2.65	-1	-1	47424	-1	-1	456	506	44	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	384340	506	553	3236	3734	1	2845	1559	50	50	2500	memory	auto	60.0 MiB	2.71	16661	1149131	546468	419788	182875	375.3 MiB	3.01	0.03	6.08946	-1918.26	-6.08946	6.08946	0.71	0.00965084	0.00883905	1.33302	1.20767	-1	22239	14	1.47946e+08	4.86882e+07	4.69174e+07	18767.0	1.74	1.81852	1.67056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	raygentop.v	common	9.90	vpr	89.09 MiB		-1	-1	1.73	45068	3	0.58	-1	-1	40216	-1	-1	112	236	1	6	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	91224	236	305	3195	3007	1	1538	660	19	19	361	io	auto	48.8 MiB	1.06	12154	313708	110969	187220	15519	89.1 MiB	1.24	0.02	4.25592	-2587.68	-4.25592	4.25592	0.04	0.00349105	0.00313616	0.347511	0.310819	-1	20784	17	1.72706e+07	8.96013e+06	6.18828e+06	17142.1	0.54	0.557931	0.50896	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	raygentop.v	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	10.03	vpr	89.07 MiB		-1	-1	1.79	45072	3	0.59	-1	-1	40216	-1	-1	112	236	1	6	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	91212	236	305	3195	3007	1	1538	660	19	19	361	io	auto	48.8 MiB	1.08	12154	313708	110969	187220	15519	89.1 MiB	1.22	0.02	4.25592	-2587.68	-4.25592	4.25592	0.04	0.00275986	0.00244659	0.33609	0.300382	-1	20784	17	1.72706e+07	8.96013e+06	6.18828e+06	17142.1	0.43	0.521726	0.475403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	mkSMAdapter4B.v	common	11.76	vpr	91.85 MiB		-1	-1	2.87	54532	5	1.42	-1	-1	42396	-1	-1	151	193	5	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	94056	193	205	2771	2705	1	1306	554	20	20	400	memory	auto	47.5 MiB	1.09	10207	232502	78676	129070	24756	91.9 MiB	1.00	0.01	4.75564	-2532.58	-4.75564	4.75564	0.06	0.00236475	0.00203792	0.277987	0.24026	-1	16525	12	2.07112e+07	1.0878e+07	6.84747e+06	17118.7	0.27	0.426083	0.380025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	mkSMAdapter4B.v	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	11.42	vpr	91.85 MiB		-1	-1	2.84	54796	5	1.43	-1	-1	42396	-1	-1	151	193	5	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	94052	193	205	2771	2705	1	1306	554	20	20	400	memory	auto	47.5 MiB	1.08	10207	232502	78676	129070	24756	91.8 MiB	1.00	0.01	4.75564	-2532.58	-4.75564	4.75564	0.06	0.00233717	0.00201215	0.273821	0.235749	-1	16525	12	2.07112e+07	1.0878e+07	6.84747e+06	17118.7	0.28	0.426642	0.379251	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	sha.v	common	7.44	vpr	83.28 MiB		-1	-1	1.16	46880	4	1.15	-1	-1	41404	-1	-1	117	38	0	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	85280	38	36	2744	2493	1	1026	191	15	15	225	clb	auto	46.1 MiB	0.96	8468	37523	9687	25171	2665	83.3 MiB	0.47	0.01	9.27441	-2293.9	-9.27441	9.27441	0.02	0.00158389	0.00132147	0.13681	0.113811	-1	13069	16	1.03862e+07	6.3056e+06	3.72162e+06	16540.5	0.20	0.270574	0.23718	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	sha.v	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	7.58	vpr	83.28 MiB		-1	-1	1.21	46968	4	1.17	-1	-1	41404	-1	-1	117	38	0	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	85276	38	36	2744	2493	1	1026	191	15	15	225	clb	auto	46.1 MiB	0.98	8468	37523	9687	25171	2665	83.3 MiB	0.47	0.01	9.27441	-2293.9	-9.27441	9.27441	0.02	0.00157856	0.0013177	0.139535	0.116481	-1	13069	16	1.03862e+07	6.3056e+06	3.72162e+06	16540.5	0.19	0.27269	0.239424	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	spree.v	common	6.16	vpr	74.43 MiB		-1	-1	1.41	35200	16	0.41	-1	-1	38624	-1	-1	46	45	3	1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	76216	45	32	1193	1152	1	771	127	14	14	196	memory	auto	36.9 MiB	0.60	6320	24371	7062	14806	2503	74.4 MiB	0.26	0.00	9.28856	-6225.75	-9.28856	9.28856	0.02	0.000971589	0.000796599	0.0946893	0.0791701	-1	10669	12	9.20055e+06	4.51912e+06	3.19614e+06	16306.8	0.29	0.175001	0.15408	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	spree.v	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	6.16	vpr	74.44 MiB		-1	-1	1.39	35076	16	0.43	-1	-1	38624	-1	-1	46	45	3	1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	76224	45	32	1193	1152	1	771	127	14	14	196	memory	auto	36.9 MiB	0.60	6320	24371	7062	14806	2503	74.4 MiB	0.26	0.00	9.28856	-6225.75	-9.28856	9.28856	0.02	0.000984572	0.000808671	0.0944517	0.0789129	-1	10669	12	9.20055e+06	4.51912e+06	3.19614e+06	16306.8	0.28	0.172265	0.151945	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	mkPktMerge.v	common	10.19	vpr	132.41 MiB		-1	-1	0.58	29200	2	0.17	-1	-1	37228	-1	-1	27	311	15	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	135584	311	156	1015	1158	1	965	509	28	28	784	memory	auto	35.6 MiB	0.43	8914	195485	68002	118316	9167	132.4 MiB	0.53	0.01	3.71647	-4107.75	-3.71647	3.71647	0.14	0.00200473	0.00174412	0.20751	0.180728	-1	12215	13	4.25198e+07	9.67514e+06	1.39631e+07	17810.0	0.48	0.302726	0.269685	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	mkPktMerge.v	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	10.05	vpr	132.41 MiB		-1	-1	0.58	29288	2	0.16	-1	-1	37228	-1	-1	27	311	15	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	135588	311	156	1015	1158	1	965	509	28	28	784	memory	auto	35.6 MiB	0.43	8914	195485	68002	118316	9167	132.4 MiB	0.53	0.01	3.71647	-4107.75	-3.71647	3.71647	0.13	0.00204412	0.00178715	0.210547	0.183529	-1	12215	13	4.25198e+07	9.67514e+06	1.39631e+07	17810.0	0.46	0.305227	0.272079	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	boundtop.v	common	11.30	vpr	73.00 MiB		-1	-1	6.63	46808	3	0.57	-1	-1	38876	-1	-1	44	196	1	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	74748	196	193	1202	1347	1	609	434	15	15	225	io	auto	34.9 MiB	0.37	3205	153140	41598	99065	12477	73.0 MiB	0.37	0.00	2.00157	-971.835	-2.00157	2.00157	0.02	0.0011893	0.00107724	0.122839	0.111117	-1	5139	10	1.03862e+07	2.91934e+06	3.72162e+06	16540.5	0.09	0.176365	0.162271	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	boundtop.v	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	11.31	vpr	73.00 MiB		-1	-1	6.56	47012	3	0.54	-1	-1	38876	-1	-1	44	196	1	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	74748	196	193	1202	1347	1	609	434	15	15	225	io	auto	34.9 MiB	0.38	3205	153140	41598	99065	12477	73.0 MiB	0.37	0.00	2.00157	-971.835	-2.00157	2.00157	0.02	0.00120443	0.00108819	0.124945	0.113037	-1	5139	10	1.03862e+07	2.91934e+06	3.72162e+06	16540.5	0.09	0.179464	0.165128	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	diffeq1.v	common	4.12	vpr	70.96 MiB		-1	-1	0.20	25484	5	0.17	-1	-1	36856	-1	-1	27	162	0	5	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	72660	162	96	1070	887	1	659	290	16	16	256	mult_36	auto	32.8 MiB	0.26	4865	99067	39592	52565	6910	71.0 MiB	0.33	0.00	15.6136	-1148.12	-15.6136	15.6136	0.03	0.00095084	0.000862734	0.106007	0.0965505	-1	7482	19	1.21132e+07	3.43514e+06	4.21385e+06	16460.4	0.18	0.166186	0.153657	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	diffeq1.v	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	4.43	vpr	70.95 MiB		-1	-1	0.20	25628	5	0.22	-1	-1	36856	-1	-1	27	162	0	5	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	72652	162	96	1070	887	1	659	290	16	16	256	mult_36	auto	32.8 MiB	0.29	4865	99067	39592	52565	6910	70.9 MiB	0.33	0.00	15.6136	-1148.12	-15.6136	15.6136	0.03	0.000949095	0.000860629	0.108218	0.0987148	-1	7482	19	1.21132e+07	3.43514e+06	4.21385e+06	16460.4	0.19	0.170724	0.158002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_frac_chain_depop50_mem32K_40nm.xml	diffeq2.v	common	4.42	vpr	69.54 MiB		-1	-1	0.15	24000	5	0.20	-1	-1	36624	-1	-1	18	66	0	5	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	sc110	/home/yliu1047/RC/lab3/part1	71212	66	96	780	597	1	451	185	16	16	256	mult_36	auto	31.2 MiB	0.28	3705	47525	16466	26985	4074	69.5 MiB	0.19	0.00	11.7067	-698.841	-11.7067	11.7067	0.02	0.00067484	0.000616179	0.0691591	0.0632924	-1	6478	19	1.21132e+07	2.95009e+06	4.21385e+06	16460.4	0.27	0.115406	0.107209	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
